clu10	clu20	clu30	clu40	clu50	clu60	clu70	clu80	clu90	clu100	clu110	clu120	clu130	clu140	clu150
c75	5	11	16	23	28	27	61	41	48	50	56	62	65	68	75
c76	5	11	16	15	21	21	61	41	48	50	57	63	65	69	76
c77	5	11	14	23	28	29	61	41	48	50	57	63	65	70	77
c78	5	13	16	22	29	27	62	42	49	51	57	63	66	71	78
c79	5	13	14	22	29	30	63	43	50	52	58	64	67	72	79
c80	1	13	14	23	28	30	63	43	51	53	59	65	68	73	80
c81	5	13	16	17	22	30	63	43	51	53	60	66	69	74	81
c82	1	13	19	22	29	22	63	43	51	53	60	66	69	74	82
c83	1	13	19	23	28	27	67	44	52	54	60	66	70	75	83
c84	1	1	20	17	22	22	67	44	52	54	61	67	71	76	84
c85	5	13	20	23	27	30	68	45	53	55	61	67	72	77	85
c86	1	1	20	23	27	30	68	45	53	56	62	68	73	78	86
c87	5	1	20	23	28	30	69	46	54	57	63	69	74	79	87
c88	5	1	1	25	30	31	69	46	55	58	64	70	75	80	88
c89	5	13	20	25	30	31	69	46	55	58	65	71	76	81	89
c90	5	1	1	26	31	32	69	46	56	59	65	71	77	82	90
c91	5	13	1	26	31	32	70	47	57	60	66	72	78	83	91
c92	5	13	1	26	31	32	70	47	57	60	67	73	78	83	92
c93	5	13	20	26	31	32	70	47	57	60	67	73	79	84	93
c94	5	13	1	1	1	1	73	48	58	61	67	74	80	85	94
c95	5	12	21	26	31	32	73	48	58	61	68	75	80	86	95
c96	5	12	21	1	1	1	76	49	59	62	68	75	81	87	96
c97	5	12	20	1	1	1	76	49	59	62	69	76	82	88	97
c98	5	12	21	1	1	1	76	49	59	62	70	77	82	89	98
c99	5	13	20	26	31	32	77	50	60	63	70	77	83	90	99
c100	5	12	17	1	1	2	78	51	61	64	71	78	84	91	100
c101	5	12	17	27	36	36	79	52	62	65	72	79	85	92	101
c102	5	12	17	27	33	33	80	53	63	66	73	80	86	93	102
c103	6	14	17	26	31	32	80	53	63	66	74	81	87	94	103
c104	6	14	21	27	36	36	82	54	64	67	74	81	88	95	104
c105	7	14	21	26	31	32	84	55	65	68	75	82	89	96	105
c106	7	12	17	29	34	37	84	55	65	68	76	83	90	97	106
c107	7	14	22	29	34	37	85	56	66	69	77	84	91	98	107
c108	7	14	22	29	34	35	85	56	66	70	78	85	92	99	108
c109	7	15	22	29	34	37	86	57	67	71	79	86	93	100	109
c110	7	16	17	27	36	36	87	58	68	72	80	87	94	101	110
c111	7	17	22	29	36	37	88	59	69	73	81	88	95	102	111
c112	7	17	22	29	34	37	88	59	69	73	82	89	96	103	112
c113	7	17	23	29	37	37	89	60	70	74	82	89	97	104	113
c114	7	17	24	30	37	38	93	61	71	75	83	90	98	105	114
c115	8	17	25	30	38	39	93	61	71	75	84	91	98	106	115
c116	8	17	25	29	34	40	93	61	71	75	84	91	99	107	116
c117	9	18	25	29	38	37	97	62	72	76	84	92	100	108	117
c118	9	17	25	30	38	40	97	62	72	76	85	93	101	109	118
c119	9	18	25	31	39	41	98	63	73	77	86	94	102	110	119
c120	9	18	25	32	40	42	98	63	73	77	87	95	103	111	120
c121	9	19	26	33	41	43	98	63	73	77	87	95	104	112	121
c122	9	19	25	33	41	44	99	64	74	78	87	95	105	113	122
c123	9	20	26	33	41	45	99	65	75	79	88	96	106	114	123
c124	9	20	26	33	41	45	100	66	76	80	89	97	107	115	124
c125	9	20	27	33	41	45	100	66	76	81	90	98	108	116	125
c126	9	20	27	34	42	45	101	67	77	82	91	99	109	117	126
c127	9	20	28	35	43	45	102	68	78	83	92	100	110	118	127
c128	9	20	28	33	41	46	102	68	78	84	93	101	111	119	128
c129	9	20	28	35	43	47	104	69	79	85	94	102	112	120	129
c130	9	20	28	35	44	45	106	70	80	86	95	103	113	121	130
c131	9	20	28	36	45	47	108	71	81	87	96	104	114	122	131
c132	9	20	28	36	45	48	109	72	82	88	97	105	115	123	132
c133	9	20	28	37	46	49	109	72	82	89	98	106	116	124	133
c134	9	20	28	37	46	49	112	73	83	90	99	107	117	125	134
c135	10	20	28	37	46	50	112	73	83	91	100	108	118	126	135
c136	10	21	29	37	46	51	112	73	83	92	101	109	119	127	136
c137	10	20	28	39	48	50	114	74	84	93	102	110	120	128	137
c138	10	21	29	37	46	50	115	75	85	94	103	111	121	129	138
c139	10	21	28	38	47	54	116	76	86	95	104	112	122	130	139
c140	10	21	28	38	47	50	116	76	86	95	105	113	122	130	140
c141	10	21	29	39	48	52	117	77	87	96	105	113	123	131	141
c142	10	22	30	38	47	52	117	77	87	96	106	114	123	132	142
c143	10	22	28	40	49	55	117	77	87	96	106	114	124	133	143
c144	10	22	30	38	47	52	117	77	87	96	106	114	125	134	144
c145	10	22	30	40	49	56	118	78	88	97	107	115	126	135	145
c146	10	22	30	38	47	52	118	78	88	97	108	116	127	136	146
c147	10	22	30	38	47	56	119	79	89	98	108	116	128	137	147
c148	10	22	31	40	49	52	120	80	90	99	109	117	129	138	148
c149	2	22	31	41	50	52	120	80	90	100	110	118	130	139	149
c150	10	22	31	37	46	56	120	80	90	100	111	119	131	140	150
c151	2	22	32	41	50	57	5	1	1	1	111	120	1	1	1
c152	2	22	32	41	50	50	6	2	2	2	1	1	2	2	2
c153	10	22	32	41	51	57	7	3	3	3	2	2	3	3	3
c154	10	22	32	42	52	57	7	3	3	3	3	3	3	3	4
c155	10	22	32	43	53	58	7	3	3	3	3	3	4	4	5
c156	10	3	33	43	54	59	8	4	4	4	4	4	5	5	6
